timestamp,equity,cash,positions_value
2023-10-09 15:09:00+00:00,100000.0,100000.0,0.0
2023-10-09 16:56:00+00:00,100000.0,100000.0,0.0
2023-10-09 18:43:00+00:00,100033.93000000001,93054.88,6979.049999999999
2023-10-10 13:53:00+00:00,100013.065,93054.88,6958.1849999999995
2023-10-10 15:33:00+00:00,100053.04000000001,93054.88,6998.16
2023-10-10 17:16:00+00:00,100008.97,93054.88,6954.09
2023-10-10 18:56:00+00:00,100000.0,93054.88,6945.120000000001
2023-10-11 14:06:00+00:00,100000.39,93054.88,6945.51
2023-10-11 15:46:00+00:00,100023.40000000001,93054.88,6968.52
2023-10-11 17:34:00+00:00,100016.57500000001,93054.88,6961.695
2023-10-11 19:15:00+00:00,100040.17000000001,93054.88,6985.290000000001
2023-10-12 14:25:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-12 16:05:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-12 17:45:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-12 19:25:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-13 14:35:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-13 16:16:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-13 17:59:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-13 19:40:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-16 14:48:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-16 16:28:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-16 18:08:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-16 19:51:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-17 14:58:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-17 16:38:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-17 18:18:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-17 19:58:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-18 15:07:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-18 16:51:00+00:00,100069.45120000001,100069.45120000001,0.0
2023-10-18 18:31:00+00:00,100069.45120000001,100069.45120000001,0.0
